source,h2,ch4,c2h6,c2h4,c2h2,co,co2,scale,source_scale,label_raw,label_std
alan456/data.xlsx,13.9,16.3,4.42,0.85,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.9,16.6,4.86,0.79,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.7,15.4,4.65,0.83,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.5,15.5,4.92,0.73,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.9,17.3,4.7,0.75,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.4,15.5,4.45,0.77,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.6,17.8,4.94,0.87,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.7,15.9,4.66,0.88,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14.2,16.8,4.09,0.85,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14.3,16,4.72,0.86,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.8,17.1,4.17,0.83,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.7,17.2,4.49,0.76,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.5,17.1,4.57,0.79,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.8,17.6,4.45,0.84,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.3,18.4,4.87,0.88,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.7,18.2,4.77,0.79,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.4,17.7,4.2,0.87,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.4,15.4,4.1,0.82,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14,18.4,4.94,0.8,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.7,15.6,4.82,0.84,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.8,17.3,4.6,0.86,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14,18.6,4.95,0.78,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.9,18.4,4.4,0.73,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.7,15.3,4.66,0.75,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.8,16.1,4.3,0.82,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.7,15.8,4.48,0.83,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.7,16.4,4.63,0.87,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.4,17.9,4.46,0.88,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13,16.1,4.32,0.76,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14,16.5,4.87,0.77,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14,16.5,4.52,0.79,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.6,18.3,4.83,0.78,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.5,16.6,4.64,0.85,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14.1,15.5,4.36,0.73,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13,16.3,4.62,0.74,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.7,16.1,4.44,0.81,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14.2,15.5,4.57,0.77,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,11.8,16.9,4.27,0.74,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.4,16.4,4.1,0.8,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,11.8,17.8,4.57,0.85,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.8,15.4,4.77,0.85,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.1,18.4,4.15,0.82,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.2,17.5,4.13,0.86,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.1,16.3,4.73,0.74,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.3,15.8,4.29,0.76,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.3,18,4.56,0.81,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14,17.5,4.92,0.76,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.5,16.1,4.83,0.83,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13,15.4,4.41,0.76,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.2,16.3,4.95,0.73,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.4,17.3,4.16,0.82,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.2,16.3,4.95,0.73,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.4,17,4.53,0.72,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.7,17.1,4.17,0.78,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.9,17.8,4.72,0.84,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14,16.4,4.36,0.84,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.2,16.6,4.75,0.77,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.1,17.4,4.89,0.87,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.4,16.3,4.8,0.73,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.7,17.5,4.71,0.76,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,11.8,17.4,4.58,0.83,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14.3,16.2,4.36,0.86,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.8,15.4,4.77,0.85,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.1,15.8,4.65,0.8,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.5,15.3,4.4,0.87,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14.2,17.8,4.57,0.85,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.6,18.4,4.3,0.84,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,11.9,17,4.68,0.87,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14.1,17.7,4.46,0.86,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12,17.9,4.88,0.83,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12,15.3,4.66,0.86,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.8,16.1,4.51,0.84,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.4,18.7,4.78,0.86,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14.1,16.3,4.46,0.85,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.9,15.9,4.82,0.82,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.9,15.9,4.8,0.76,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14.1,16.3,4.46,0.85,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.4,17.2,4.6,0.83,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.2,17.8,4.85,0.87,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.4,17.6,4.13,0.8,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14.2,15.6,4.77,0.76,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,11.9,15.7,4.64,0.81,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,11.7,17.1,4.77,0.87,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.7,18.4,4.61,0.83,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.1,16.3,4.82,0.81,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.9,17.7,4.66,0.75,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,11.9,16.3,4.94,0.81,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14.2,18.5,4.68,0.82,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,11.8,16.5,4.27,0.87,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.8,18.3,4.57,0.79,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.1,18.3,4.53,0.73,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.8,16.9,4.51,0.83,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.5,16.6,4.64,0.85,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.4,15.6,4.6,0.87,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.3,18.2,4.26,0.77,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,11.7,16.8,4.8,0.73,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.9,17.5,4.18,0.81,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.9,15.9,4.15,0.84,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13,17.6,4.41,0.84,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.1,16.2,4.94,0.87,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.5,16.6,4.6,0.85,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14.1,16.4,4.25,0.77,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.6,15.8,4.86,0.77,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.8,18,4.43,0.79,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.3,18.6,4.2,0.83,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,11.8,18.7,4.75,0.73,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.6,16.4,4.35,0.74,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.6,18.3,4.41,0.87,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.6,16.4,4.35,0.74,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14.2,15.7,4.58,0.86,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.4,18,4.74,0.75,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14.2,17.2,4.93,0.83,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.6,16,4.27,0.85,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.3,16.1,4.51,0.81,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.2,15.9,4.77,0.74,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.2,15.3,4.06,0.88,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.1,16.1,4.44,0.82,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,11.9,17.5,4.12,0.75,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13,17.4,4.67,0.77,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.1,16.9,4.07,0.77,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.6,18.1,4.81,0.74,0,,,μL/L,μL/L,正常,正常
alan456/dataset_(589).xlsx,1458,9,1812,0.0001,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,2240,157,90,157,45,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,73,8,4,2,12,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,235,16,0.0001,35,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,9340,995,60,6,7,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,33046,619,58,2,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,8266,1061,22,0.0001,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,230,15.9,16.3,1.9,2.4,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,109,16,0.0001,0.0001,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,113,21,48,0.0001,4,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,1309,124,113,6,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,1549.2,10.2,0.0001,53.19,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,101,8.1,0.0001,3,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,36036,4704,554,5,10,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,160,10,3,1,1,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,1076,95,4,71,231,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,407,28,15,21,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,2240,560,380,450,940,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,92600,10200,1,2,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,2587.2,112.25,4.704,1.4,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,195.9,14.5,11.6,2.4,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,180.85,0.574,0.234,0.188,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,4480,560,380,403,896,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,1651,90,33,45,2,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,980,73,58,12,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,6600,1000,38,2,19,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,56,61,75,32,31,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,2240,168,25,0.0001,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,92600,10200,0.0001,0.0001,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,24.3,15.7,6.4,11.2,29.8,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,485,35,29,6,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,109,4,11,9,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,16000,4000,500,8500,16000,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,2031,149,20,3,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,870,77,73,54,14,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,106,4,2,1,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,32930,2397,157,0.0001,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,197,12,6.6,15,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,117,17,1,3,1,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,160,24.7,38.5,0.0001,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,134,13,156,0.0001,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,166,21,38,6,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,183,6,0.0001,5,0.0001,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,2240,157,90,45,45,,,μL/L,μL/L,局部放电,局部放电
alan456/dataset_(589).xlsx,6454,2313,121,2159,6432,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,240,20,5,28,96,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,65.2,20,3.9,8.13,25.1,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,143,5.8,16,10.6,26.3,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,30.1,17.1,2.2,5.5,30.1,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,120,25,1,8,40,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,137,6,11.4,6.4,16.5,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,23,63,54,10,0.3,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,4879,262,15,332,1827,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,301,5.78,4.7,9.7,5,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,716,7.1,3.3,20,6.8,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,289,13.4,18.2,49.8,36.3,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,179,29,10,17,33,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,2177,1049,207,440,705,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,7600,1230,318,836,1560,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,543,120,41,411,1880,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,186,38.3,13,37,85.9,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,4.1,3.5,0.68,1.2,5.2,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,210,22,6,6,7,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,254,5.2,0.0001,9.3,88,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,385,28.8,50,82.3,171,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,843,133,12,168,385,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,208,7.6,27.5,9.7,14.4,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,65.5,23.3,1,2.1,26,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,35,6,3,26,482,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,3559,187,22,230,1140,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,10092,5399,530,6500,37565,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,1900,285,31,957,7730,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,307,22,2,33,109,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,225,4.7,0.0001,8.7,89,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,78,20,11,13,28,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,266,30.2,4.9,26.2,60.2,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,645,86,13,110,317,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,119,8,23.3,7.9,12.3,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,57,24,2,27,30,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,14.2,4,1.4,1.5,9.51,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,818,94,49,121,978,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,115,25.5,110,12.2,8.6,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,205,20,8,0.0001,6,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,101.72,27.65,7.13,16.92,53.87,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,135,27,24,9,13,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,47.5,22.9,4.5,9.6,15.3,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,6870,1028,79,900,5500,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,119,8,20,0.0001,21,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,60,10,4,4,4,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,385,60,8,53,159,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,5.26,0.0001,0.0001,28.2,66.4,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,2510,202,139,208,1730,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,650,81,170,51,270,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,153,18,9,0.0001,278,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,1790,580,321,336,619,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,256,8,37.4,15,21.1,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,60,10,0.0001,11,39,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,151,13.5,50.7,5,9.2,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,9,3.9,0.8,4,13,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,274,27,5,33,97,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,305,100,33,161,541,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,176,652.9,47.7,75.7,68.7,,,μL/L,μL/L,低能放电,低能放电
alan456/dataset_(589).xlsx,87,34,23,15,60,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,220,77,22,170,240,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,274,27,5,33,97,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,155,49,69.3,42,10.7,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,137,67,7,53,104,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,63,22,15,11,76,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,292,346,32,313,196,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,217,286,14,458,884,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,13500,6110,212,4510,4040,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,88.5,22.8,108.4,12,7.5,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,50,42,98,10,33,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,60,5,2,21,32,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,25,9,6,5,44,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,37.9,7.7,2.16,18.4,33.7,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,18.34,16.26,3.38,17.95,16.42,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,1084,188,8,166,769,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,497,230,51,151,122,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,32.4,5.5,1.4,12.6,13.2,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,19,12,2,8,63,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,210,43,12,102,187,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,26,68,93,31,59,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,114,41,27,15,42,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,7150,1440,97,1210,1760,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,8,0.0001,0.0001,43,101,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,1607,615,80,916,1294,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,46,20,14,10,42,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,1027,185,17,271,399,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,37,11.8,15.5,43.6,83.3,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,200,48,14,117,131,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,392,153,82,45,236,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,12.4,6.5,15.3,69,15,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,71,151,9,89,412,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,127,24,0.0001,32,81,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,800,160,23,260,600,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,212,38,15,47,78,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,8200,3790,250,4620,277,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,2800,2800,234,3500,3600,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,195.7,58,16.4,91.6,96.9,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,235,39.45,9.63,210,257,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,441,207,43,224,261,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,110,62,90,140,250,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,88,21.8,79.2,41.2,41.5,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,531,111.9,22.7,122.5,169,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,9474,4066,353,6552,12997,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,152,116,7,131,414,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,150,130,9,55,30,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,75,15,7,14,250,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,43,19,3,0.0001,40,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,1114,719,188,1217,699,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,35,11,0.0001,7,146,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,629,402,16,298,1127,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,7940,2000,355,3120,5390,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,7020,1850,0.0001,2960,4410,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,151,51,16,12,19,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,2,41,133,9,21,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,75.5,30.2,2.33,30.3,18.2,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,17,42,192,12,20,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,156,55,103,13,16,,,μL/L,μL/L,高能放电,高能放电
alan456/dataset_(589).xlsx,21,34,5,47,62,,,μL/L,μL/L,高能放电,高能放电
